Entry	Entry name	Protein names	Gene names	Cross-reference (RefSeq)
B8I6P3	B8I6P3_RUMCH	4Fe-4S ferredoxin iron-sulfur binding domain protein	Ccel_0553	WP_015924107.1;
B8I4F3	B8I4F3_RUMCH	Uncharacterized protein	Ccel_0119	
B8I7X1	B8I7X1_RUMCH	Endo-1,4-beta-xylanase (EC 3.2.1.8)	Ccel_0750	WP_015924295.1;
B8I036	B8I036_RUMCH	Mannose-6-phosphate isomerase (EC 5.3.1.8)	Ccel_1179	WP_015924689.1;
B8I4K0	B8I4K0_RUMCH	Nucleoside recognition domain protein	Ccel_0166	WP_012634619.1;
B8I0I4	B8I0I4_RUMCH	YbbR family protein	Ccel_1202	WP_015924711.1;
B8I8W0	B8I8W0_RUMCH	Transposase IS200-family protein	Ccel_2998	WP_015926351.1;
B8I962	B8I962_RUMCH	Methyltransferase type 11	Ccel_0960	WP_015924479.1;
B8I3J8	B8I3J8_RUMCH	Uncharacterized protein	Ccel_1993	
B8I4F0	B8I4F0_RUMCH	Uncharacterized protein	Ccel_0116	WP_012634570.1;
B8I4S5	B8I4S5_RUMCH	Methyl-accepting chemotaxis sensory transducer	Ccel_2237	WP_015925671.1;
B8I103	B8I103_RUMCH	Uncharacterized protein	Ccel_3270	WP_015926617.1;
B8I118	B8I118_RUMCH	Uncharacterized protein	Ccel_3285	
B8I8W5	B8I8W5_RUMCH	4-O-beta-D-mannosyl-D-glucose phosphorylase (MGP) (Mannosylglucose phosphorylase) (EC 2.4.1.281)	Ccel_3003	WP_015926356.1;
B8I5M0	B8I5M0_RUMCH	Shikimate kinase (SK) (EC 2.7.1.71)	aroK Ccel_2426	WP_015925845.1;
B8I1X2	B8I1X2_RUMCH	Small acid-soluble spore protein alpha/beta type	Ccel_1444	WP_015924942.1;
B8I4B0	B8I4B0_RUMCH	Uncharacterized protein	Ccel_0076	WP_012634530.1;
B8I848	B8I848_RUMCH	Uncharacterized protein	Ccel_2854	WP_015926217.1;
B8I8U1	B8I8U1_RUMCH	Uncharacterized protein	Ccel_2979	WP_015926332.1;
B8I0J6	B8I0J6_RUMCH	Short-chain dehydrogenase/reductase SDR	Ccel_1214	WP_015924721.1;
B8I1U4	B8I1U4_RUMCH	GDP-mannose 4,6-dehydratase (EC 4.2.1.47) (GDP-D-mannose dehydratase)	gmd Ccel_3441	WP_015926781.1;
B8I2F9	B8I2F9_RUMCH	Molybdenum ABC transporter, periplasmic molybdate-binding protein	Ccel_1600	WP_015925068.1;
B8I0C5	B8I0C5_RUMCH	Uncharacterized protein	Ccel_3160	WP_015926509.1;
B8I9C4	B8I9C4_RUMCH	Major facilitator superfamily MFS_1	Ccel_1022	WP_015924540.1;
B8I6M6	B8I6M6_RUMCH	Protein translocase subunit SecD	secD Ccel_0536	WP_015924090.1;
B8I2L9	B8I2L9_RUMCH	Alkyl hydroperoxide reductase/ Thiol specific antioxidant/ Mal allergen	Ccel_1661	WP_015925128.1;
B8I5K6	B8I5K6_RUMCH	Type II secretion system protein	Ccel_2412	WP_015925831.1;
B8I1T0	B8I1T0_RUMCH	Nitroreductase	Ccel_3427	WP_015926767.1;
B8I391	B8I391_RUMCH	Cell division protein FtsA	Ccel_1886	WP_015925339.1;
B8I133	B8I133_RUMCH	RNA polymerase, sigma-24 subunit, ECF subfamily	Ccel_3300	WP_015926643.1;
B8I7K2	B8I7K2_RUMCH	Uncharacterized protein	Ccel_2775	WP_015926145.1;
B8I4P9	B8I4P9_RUMCH	Thioredoxin	Ccel_2211	WP_015925646.1;
B8I8E1	B8I8E1_RUMCH	Uncharacterized protein	Ccel_2947	
B8I3Z7	B8I3Z7_RUMCH	Uncharacterized protein	Ccel_2085	WP_015925532.1;
B8I3W9	B8I3W9_RUMCH	Transcriptional regulator, XRE family	Ccel_0058	WP_012634512.1;
B8I995	B8I995_RUMCH	Carbohydrate-binding family 9	Ccel_0993	
B8I521	B8I521_RUMCH	Uronate isomerase (EC 5.3.1.12) (Glucuronate isomerase) (Uronic isomerase)	uxaC Ccel_0214	WP_012634666.1;
B8I1Y6	B8I1Y6_RUMCH	Uncharacterized protein	Ccel_1458	WP_015924955.1;
B8I4K9	B8I4K9_RUMCH	Metalloenzyme domain protein	Ccel_0175	WP_012634628.1;
B8I0X8	B8I0X8_RUMCH	Binding-protein-dependent transport systems inner membrane component	Ccel_3245	WP_015926592.1;
B8HZV3	B8HZV3_RUMCH	Methyladenine glycosylase	Ccel_1094	WP_015924609.1;
B8I8U5	B8I8U5_RUMCH	Lipid II flippase Amj	amj Ccel_2983	WP_015926336.1;
B8I5Q4	B8I5Q4_RUMCH	Glycoside hydrolase 15-related	Ccel_0335	WP_012634786.1;
B8I6X6	B8I6X6_RUMCH	Cell wall/surface repeat protein	Ccel_2644	WP_015926052.1;
B8I6V5	B8I6V5_RUMCH	Translation initiation factor IF-3	infC Ccel_2619	WP_015926034.1;
B8I0J2	B8I0J2_RUMCH	Uncharacterized protein	Ccel_1210	WP_015924717.1;
B8I7R2	B8I7R2_RUMCH	Stage V sporulation protein S	Ccel_0689	WP_004620400.1;
B8I8U3	B8I8U3_RUMCH	Integrase family protein	Ccel_2981	WP_015926334.1;
B8I419	B8I419_RUMCH	Histidine kinase (EC 2.7.13.3)	Ccel_2107	WP_015925553.1;
B8I5F6	B8I5F6_RUMCH	Ig domain protein group 2 domain protein	Ccel_2358	WP_015925784.1;
B8I459	B8I459_RUMCH	Integrase catalytic region	Ccel_2149	WP_015925590.1;
B8I8B8	B8I8B8_RUMCH	mRNA interferase (EC 3.1.-.-)	Ccel_2924	WP_015926285.1;
B8I6U7	B8I6U7_RUMCH	Glycerate kinase	Ccel_2611	WP_015926026.1;
B8I6K4	B8I6K4_RUMCH	EamA domain-containing protein	Ccel_0514	
B8I5D8	B8I5D8_RUMCH	Uncharacterized protein	Ccel_2338	
B8I478	B8I478_RUMCH	Carbohydrate-binding family 25 protein	Ccel_2169	WP_015925606.1;
B8I0A4	B8I0A4_RUMCH	Uncharacterized protein	Ccel_3139	WP_015926488.1;
B8I571	B8I571_RUMCH	MotA/TolQ/ExbB proton channel	Ccel_0264	WP_012634716.1;
B8I839	B8I839_RUMCH	HNH endonuclease	Ccel_2845	WP_015926210.1;
B8I0A7	B8I0A7_RUMCH	Uncharacterized protein	Ccel_3142	WP_015926491.1;
B8I4S0	B8I4S0_RUMCH	Hydrogenase, Fe-only	Ccel_2232	WP_015925666.1;
B8I8H5	B8I8H5_RUMCH	Uncharacterized protein	Ccel_0831	WP_015924368.1;
B8I5D7	B8I5D7_RUMCH	Cellulase (EC 3.2.1.4)	Ccel_2337	WP_015925765.1;
B8HZV7	B8HZV7_RUMCH	Methionine--tRNA ligase (EC 6.1.1.10) (Methionyl-tRNA synthetase) (MetRS)	metG Ccel_1098	WP_015924613.1;
B8I6U8	B8I6U8_RUMCH	ATP-dependent 6-phosphofructokinase (ATP-PFK) (Phosphofructokinase) (EC 2.7.1.11) (Phosphohexokinase)	pfkA Ccel_2612	WP_015926027.1;
B8I7G2	B8I7G2_RUMCH	Restriction modification system DNA specificity domain protein	Ccel_2722	
B8I6P2	B8I6P2_RUMCH	DNA mismatch repair protein MutS domain protein	Ccel_0552	WP_015924106.1;
B8I5L8	B8I5L8_RUMCH	Histone family protein DNA-binding protein	Ccel_2424	WP_015925843.1;
B8I433	B8I433_RUMCH	Resolvase domain protein	Ccel_2122	WP_015925566.1;
B8I778	B8I778_RUMCH	Uncharacterized protein	Ccel_0621	WP_015924171.1;
B8I7E1	B8I7E1_RUMCH	Transposase IS3/IS911 family protein	Ccel_2699	
B8HZU7	B8HZU7_RUMCH	GCN5-related N-acetyltransferase	Ccel_1088	WP_015924603.1;
B8I030	B8I030_RUMCH	Short-chain dehydrogenase/reductase SDR	Ccel_1173	WP_015924683.1;
B8I5Q6	B8I5Q6_RUMCH	DNA integrity scanning protein DisA (Cyclic di-AMP synthase) (c-di-AMP synthase) (Diadenylate cyclase) (EC 2.7.7.85)	disA Ccel_0337	WP_012634788.1;
B8I884	B8I884_RUMCH	Cell wall hydrolase/autolysin	Ccel_2890	WP_015926251.1;
B8I1V2	B8I1V2_RUMCH	Transketolase domain protein	Ccel_3449	WP_015926789.1;
B8I4B4	B8I4B4_RUMCH	Cyclic-di-AMP phosphodiesterase (EC 3.1.4.-)	Ccel_0080	WP_012634534.1;
B8I6S8	B8I6S8_RUMCH	Cyclic nucleotide-binding domain-containing protein	Ccel_2592	WP_015926007.1;
B8I6Q7	B8I6Q7_RUMCH	Citrate synthase	Ccel_2571	WP_015925986.1;
B8I060	B8I060_RUMCH	Putative septation protein SpoVG	spoVG Ccel_3094	WP_015926444.1;
B8I2S7	B8I2S7_RUMCH	Peptidase S1 and S6 chymotrypsin/Hap	Ccel_1719	WP_015925185.1;
B8I881	B8I881_RUMCH	Beta-ketoacyl-[acyl-carrier-protein] synthase III (EC 2.3.1.180)	Ccel_2887	WP_015926249.1;
B8I349	B8I349_RUMCH	Uncharacterized protein	Ccel_1844	WP_015925298.1;
B8I2X9	B8I2X9_RUMCH	tRNA(Met) cytidine acetate ligase (EC 6.3.4.-)	tmcAL Ccel_1771	WP_015925237.1;
B8I1Y0	B8I1Y0_RUMCH	Homoserine dehydrogenase (EC 1.1.1.3)	Ccel_1452	WP_015924950.1;
B8I7R0	B8I7R0_RUMCH	Ribonuclease 3 (EC 3.1.26.3) (Ribonuclease III) (RNase III)	rnc Ccel_0687	WP_015924236.1;
B8I2K2	B8I2K2_RUMCH	ABC transporter related	Ccel_1644	
B8I8I4	B8I8I4_RUMCH	Transcriptional regulator, AraC family	Ccel_0841	WP_015924377.1;
B8I1F8	B8I1F8_RUMCH	Peptidyl-prolyl cis-trans isomerase (PPIase) (EC 5.2.1.8)	Ccel_1402	WP_015924901.1;
B8I817	B8I817_RUMCH	Divalent metal cation transporter MntH	mntH Ccel_0796	WP_015924336.1;
B8I6T4	B8I6T4_RUMCH	Uncharacterized protein	Ccel_2598	WP_015926013.1;
B8I8X0	B8I8X0_RUMCH	GCN5-related N-acetyltransferase	Ccel_3008	WP_015926361.1;
B8HZT2	B8HZT2_RUMCH	Cupin 2 conserved barrel domain protein	Ccel_1073	
B8I6T8	B8I6T8_RUMCH	Uncharacterized protein	Ccel_2602	WP_015926017.1;
B8I8Q0	B8I8Q0_RUMCH	Uncharacterized protein	Ccel_0913	WP_015924441.1;
B8I288	B8I288_RUMCH	Carbohydrate-binding family 9	Ccel_3463	WP_015926803.1;
B8I6M8	B8I6M8_RUMCH	Uncharacterized protein	Ccel_0538	WP_015924092.1;
B8I840	B8I840_RUMCH	Putative RNA polymerase, sigma 28 subunit, FliA/WhiG subfamily	Ccel_2846	WP_015926211.1;
B8I6P8	B8I6P8_RUMCH	Cell shape-determining protein MreC (Cell shape protein MreC)	Ccel_2562	WP_015925977.1;
B8I6Q6	B8I6Q6_RUMCH	Transporter	Ccel_2570	WP_015925985.1;
B8I6A8	B8I6A8_RUMCH	Glutamate synthase (NADPH), homotetrameric	Ccel_2545	WP_015925962.1;
B8I5V7	B8I5V7_RUMCH	Histidine biosynthesis bifunctional protein HisIE [Includes: Phosphoribosyl-AMP cyclohydrolase (PRA-CH) (EC 3.5.4.19); Phosphoribosyl-ATP pyrophosphatase (PRA-PH) (EC 3.6.1.31)]	hisI hisIE Ccel_0389	WP_012634837.1;
B8I692	B8I692_RUMCH	Uncharacterized protein	Ccel_2529	
B8I522	B8I522_RUMCH	Thioredox_DsbH domain-containing protein	Ccel_0215	WP_012634667.1;
B8I7T7	B8I7T7_RUMCH	Signal peptidase I (EC 3.4.21.89)	Ccel_0715	WP_015924261.1;
B8I0C4	B8I0C4_RUMCH	Uncharacterized protein	Ccel_3159	WP_015926508.1;
B8I774	B8I774_RUMCH	Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit (Dihydroorotate oxidase B, electron transfer subunit)	pyrK Ccel_0617	WP_015924167.1;
B8I6G0	B8I6G0_RUMCH	Uncharacterized protein	Ccel_0470	
B8I8M4	B8I8M4_RUMCH	Extracellular solute-binding protein family 3	Ccel_0885	WP_015924417.1;
B8I614	B8I614_RUMCH	Tryptophan synthase beta chain (EC 4.2.1.20)	trpB Ccel_2450	WP_015925868.1;
B8I7B2	B8I7B2_RUMCH	Uncharacterized protein	Ccel_0656	
B8I4C3	B8I4C3_RUMCH	ATP-dependent RecD-like DNA helicase (EC 3.6.4.12)	recD2 Ccel_0089	WP_012634543.1;
B8I4R3	B8I4R3_RUMCH	Flavin reductase domain protein FMN-binding	Ccel_2225	WP_015925660.1;
B8I0H1	B8I0H1_RUMCH	D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95)	Ccel_1189	WP_015924699.1;
B8I421	B8I421_RUMCH	Glycosyltransferase 36	Ccel_2109	WP_015925554.1;
B8I7Z6	B8I7Z6_RUMCH	30S ribosomal protein S5	rpsE Ccel_0775	WP_015924318.1;
B8I7S9	B8I7S9_RUMCH	HTH OST-type domain-containing protein	Ccel_0707	WP_015924254.1;
B8I6R6	B8I6R6_RUMCH	DUF6472 domain-containing protein	Ccel_2580	WP_015925995.1;
B8I5M8	B8I5M8_RUMCH	Agmatinase	Ccel_2434	WP_015925853.1;
B8I0S0	B8I0S0_RUMCH	Methylthioribose-1-phosphate isomerase (M1Pi) (MTR-1-P isomerase) (EC 5.3.1.23) (S-methyl-5-thioribose-1-phosphate isomerase)	mtnA Ccel_1289	WP_015924794.1;
B8I4Q2	B8I4Q2_RUMCH	Uncharacterized protein	Ccel_2214	
B8I182	B8I182_RUMCH	Uncharacterized protein	Ccel_1326	WP_015924828.1;
B8I254	B8I254_RUMCH	Peptide deformylase (PDF) (EC 3.5.1.88) (Polypeptide deformylase)	def Ccel_1528	WP_015925021.1;
B8I105	B8I105_RUMCH	Uncharacterized protein	Ccel_3272	WP_015926619.1;
B8I139	B8I139_RUMCH	ParB-like partition protein	Ccel_3306	WP_015926649.1;
B8I826	B8I826_RUMCH	Uncharacterized phage protein	Ccel_2832	WP_015926197.1;
B8I0R2	B8I0R2_RUMCH	Cobalamin (Vitamin B12) biosynthesis CbiX protein	Ccel_1281	WP_015924786.1;
B8I085	B8I085_RUMCH	CRISPR-associated endonuclease Cas9 (EC 3.1.-.-)	cas9 Ccel_3120	WP_015926469.1;
B8I823	B8I823_RUMCH	Endopeptidase La (EC 3.4.21.53)	Ccel_0802	WP_015924342.1;
B8I7F4	B8I7F4_RUMCH	Uncharacterized protein	Ccel_2714	WP_015926097.1;
B8I3E8	B8I3E8_RUMCH	Uncharacterized protein	Ccel_1943	WP_015925395.1;
B8I6H7	B8I6H7_RUMCH	Serine-type D-Ala-D-Ala carboxypeptidase (EC 3.4.16.4)	Ccel_0487	WP_012634931.1;
B8I295	B8I295_RUMCH	Regulatory protein GntR HTH	Ccel_3470	WP_015926810.1;
B8I5H6	B8I5H6_RUMCH	Radical SAM domain protein	Ccel_2379	WP_015925801.1;
B8I1S0	B8I1S0_RUMCH	Transcriptional regulator, XRE family	Ccel_3417	WP_015926757.1;
B8I1K5	B8I1K5_RUMCH	ABC transporter related	Ccel_3351	WP_015926692.1;
B8I4I3	B8I4I3_RUMCH	Stage 0 sporulation protein A homolog	Ccel_0149	WP_012634603.1;
B8I4T1	B8I4T1_RUMCH	Probable pectate lyase C (EC 3.2.1.4)	Ccel_2243	
B8I5C3	B8I5C3_RUMCH	ABC transporter related	Ccel_2323	WP_015925751.1;
B8I658	B8I658_RUMCH	Hemerythrin HHE cation binding domain protein	Ccel_2495	WP_015925912.1;
B8I4M7	B8I4M7_RUMCH	Alcohol dehydrogenase GroES domain protein	Ccel_2189	WP_015925626.1;
B8I397	B8I397_RUMCH	Stage 0 sporulation protein A homolog	Ccel_1892	WP_015925345.1;
B8I101	B8I101_RUMCH	Uncharacterized protein	Ccel_3268	
B8I780	B8I780_RUMCH	Uncharacterized protein	Ccel_0623	WP_015924173.1;
B8I5E1	B8I5E1_RUMCH	Uncharacterized protein	Ccel_2341	WP_015925769.1;
B8I5J7	B8I5J7_RUMCH	PA14 domain protein	Ccel_2403	WP_015925822.1;
B8I6N9	B8I6N9_RUMCH	NADPH-dependent FMN reductase	Ccel_0549	WP_015924103.1;
B8I8S2	B8I8S2_RUMCH	Terminase	Ccel_2960	WP_015926319.1;
B8I0F6	B8I0F6_RUMCH	2-dehydro-3-deoxyphosphogluconate aldolase/4-hydroxy-2-oxoglutarate aldolase	Ccel_3192	
B8I631	B8I631_RUMCH	Hydrogenase, Fe-only	Ccel_2467	WP_015925885.1;
B8I8A6	B8I8A6_RUMCH	Acetylornithine aminotransferase (ACOAT) (EC 2.6.1.11)	argD Ccel_2912	WP_015926273.1;
B8I487	B8I487_RUMCH	Transposase IS3/IS911 family protein	Ccel_2178	
B8I5P0	B8I5P0_RUMCH	YdaE	Ccel_0320	WP_012634772.1;
B8I731	B8I731_RUMCH	PhoH family protein	Ccel_0574	
B8I5D5	B8I5D5_RUMCH	Copper amine oxidase domain protein	Ccel_2335	WP_015925763.1;
B8I751	B8I751_RUMCH	Aluminium resistance family protein	Ccel_0594	WP_015924144.1;
B8I2J7	B8I2J7_RUMCH	Dak kinase	Ccel_1639	WP_015925106.1;
B8I6E4	B8I6E4_RUMCH	Transcription termination/antitermination protein NusA	nusA Ccel_0454	WP_012634898.1;
B8I150	B8I150_RUMCH	Transcriptional regulator, XRE family	Ccel_3317	WP_015926658.1;
B8I3E9	B8I3E9_RUMCH	Stage II sporulation protein P	Ccel_1944	WP_015925396.1;
B8I673	B8I673_RUMCH	ATP-grasp domain-containing protein	Ccel_2510	WP_015925927.1;
B8I7G7	B8I7G7_RUMCH	Resolvase domain protein	Ccel_2729	WP_015926110.1;
B8I6J7	B8I6J7_RUMCH	Uncharacterized protein	Ccel_0507	WP_012634951.1;
B8HZW2	B8HZW2_RUMCH	Transcriptional regulator, PadR-like family	Ccel_1103	WP_015924618.1;
B8I6B7	B8I6B7_RUMCH	Uncharacterized protein	Ccel_2554	
B8I032	B8I032_RUMCH	Transcriptional regulator, PadR-like family	Ccel_1175	WP_015924685.1;
B8I4Z5	B8I4Z5_RUMCH	Methyl-accepting chemotaxis sensory transducer	Ccel_2313	WP_015925741.1;
B8I277	B8I277_RUMCH	Cellulase (EC 3.2.1.4)	Ccel_1551	WP_015925043.1;
B8I1J8	B8I1J8_RUMCH	Uncharacterized protein	Ccel_3344	WP_015926685.1;
B8I626	B8I626_RUMCH	Signal peptidase I (EC 3.4.21.89)	Ccel_2462	WP_015925880.1;
B8I561	B8I561_RUMCH	DUF4097 domain-containing protein	Ccel_0254	WP_012634706.1;
B8I1S5	B8I1S5_RUMCH	Uncharacterized protein	Ccel_3422	
B8I8I7	B8I8I7_RUMCH	Resolvase domain protein	Ccel_0845	
B8HZX9	B8HZX9_RUMCH	Uncharacterized protein	Ccel_1121	WP_015924635.1;
B8I256	B8I256_RUMCH	Uncharacterized protein	Ccel_1530	WP_015925023.1;
B8I1Q9	B8I1Q9_RUMCH	Ig-like, group 2	Ccel_3406	WP_015926746.1;
B8I1Y4	B8I1Y4_RUMCH	Uncharacterized protein	Ccel_1456	WP_015924953.1;
B8I960	B8I960_RUMCH	Uncharacterized protein	Ccel_0957	
B8I0E3	B8I0E3_RUMCH	Uncharacterized protein	Ccel_3178	WP_015926527.1;
B8I3T0	B8I3T0_RUMCH	Uncharacterized protein	Ccel_0019	WP_012634474.1;
B8I8S6	B8I8S6_RUMCH	Uncharacterized protein	Ccel_2964	WP_015926322.1;
B8I0S5	B8I0S5_RUMCH	Uncharacterized protein	Ccel_1295	WP_015924798.1;
B8I4C6	B8I4C6_RUMCH	Anti-sigma-28 factor FlgM family protein	Ccel_0092	WP_012634546.1;
B8I727	B8I727_RUMCH	Uncharacterized protein	Ccel_0570	WP_015924123.1;
B8I908	B8I908_RUMCH	Uncharacterized protein	Ccel_3048	
B8I1D0	B8I1D0_RUMCH	Uncharacterized protein	Ccel_1374	WP_015924876.1;
B8I083	B8I083_RUMCH	CRISPR-associated endoribonuclease Cas2 (EC 3.1.-.-)	cas2 Ccel_3118	
B8I4M3	B8I4M3_RUMCH	Uncharacterized protein	Ccel_0190	WP_012634642.1;
B8I1Y2	B8I1Y2_RUMCH	Uncharacterized protein	Ccel_1454	WP_015924952.1;
B8I035	B8I035_RUMCH	ABC-type Na+ efflux pump permease component-like protein	Ccel_1178	WP_015924688.1;
B8I6L9	B8I6L9_RUMCH	S-adenosylmethionine:tRNA ribosyltransferase-isomerase (EC 2.4.99.17) (Queuosine biosynthesis protein QueA)	queA Ccel_0529	WP_015924084.1;
B8I8W4	B8I8W4_RUMCH	Cellobiose 2-epimerase (CE) (EC 5.1.3.11)	Ccel_3002	WP_015926355.1;
B8I9B5	B8I9B5_RUMCH	Beta-galactosidase (EC 3.2.1.23) (Lactase)	Ccel_1013	WP_015924532.1;
B8I874	B8I874_RUMCH	Phospho-2-dehydro-3-deoxyheptonate aldolase	Ccel_2880	WP_015926242.1;
B8I985	B8I985_RUMCH	Radical SAM domain protein	Ccel_0983	WP_015924502.1;
B8I8S1	B8I8S1_RUMCH	Phage portal protein, HK97 family	Ccel_2959	WP_015926318.1;
B8I3C5	B8I3C5_RUMCH	Uncharacterized protein	Ccel_1920	WP_015925372.1;
B8I8S8	B8I8S8_RUMCH	Uncharacterized protein	Ccel_2966	WP_015926324.1;
B8I7D9	B8I7D9_RUMCH	Filamentation induced by cAMP protein Fic	Ccel_2696	WP_015926088.1;
B8I3V7	B8I3V7_RUMCH	Oligopeptide/dipeptide ABC transporter, ATPase subunit	Ccel_0046	WP_012634501.1;
B8I5R6	B8I5R6_RUMCH	Pseudouridine synthase (EC 5.4.99.-)	Ccel_0347	WP_012634797.1;
B8I7X0	B8I7X0_RUMCH	Hydroxylamine reductase (EC 1.7.99.1) (Hybrid-cluster protein) (HCP) (Prismane protein)	hcp Ccel_0749	WP_015924294.1;
B8I367	B8I367_RUMCH	AMP-dependent synthetase and ligase	Ccel_1862	WP_015925315.1;
B8I6K9	B8I6K9_RUMCH	4-hydroxy-tetrahydrodipicolinate reductase (HTPA reductase) (EC 1.17.1.8)	dapB Ccel_0519	WP_015924074.1;
B8I797	B8I797_RUMCH	PNP_UDP_1 domain-containing protein	Ccel_0640	WP_015924190.1;
B8I5P6	B8I5P6_RUMCH	Protein-arginine kinase (EC 2.7.14.1)	mcsB Ccel_0326	WP_012634778.1;
B8HZW8	B8HZW8_RUMCH	Uncharacterized protein	Ccel_1109	WP_015924624.1;
B8I895	B8I895_RUMCH	Cold-shock DNA-binding domain protein	Ccel_2901	WP_015926262.1;
B8I2A3	B8I2A3_RUMCH	Quinolinate phosphoribosyltransferase [decarboxylating] (EC 2.4.2.19)	Ccel_3478	WP_015926818.1;
B8I660	B8I660_RUMCH	Alpha/beta hydrolase fold protein	Ccel_2497	WP_015925914.1;
B8I6T6	B8I6T6_RUMCH	Radical SAM domain protein	Ccel_2600	
B8I1G4	B8I1G4_RUMCH	Inner-membrane translocator	Ccel_1408	WP_015924907.1;
B8I267	B8I267_RUMCH	DNA_binding_1 domain-containing protein	Ccel_1541	WP_015925034.1;
B8I8W8	B8I8W8_RUMCH	Cobalamin synthesis protein P47K	Ccel_3006	WP_015926359.1;
B8I238	B8I238_RUMCH	Baseplate_J domain-containing protein	Ccel_1512	WP_015925005.1;
B8I4N0	B8I4N0_RUMCH	Exonuclease RNase T and DNA polymerase III	Ccel_2192	WP_015925629.1;
B8I4A0	B8I4A0_RUMCH	Type III restriction protein res subunit	Ccel_0066	
B8I707	B8I707_RUMCH	VanZ family protein	Ccel_2680	WP_015926081.1;
B8I2R4	B8I2R4_RUMCH	Peptidase M16 domain protein	Ccel_1706	WP_015925172.1;
B8I6Y5	B8I6Y5_RUMCH	Amidase	Ccel_2653	WP_015926061.1;
B8I4T3	B8I4T3_RUMCH	Uncharacterized protein	Ccel_2246	WP_015925679.1;
B8I3P2	B8I3P2_RUMCH	Flagellar motor switch protein FliM	Ccel_2039	WP_015925487.1;
B8I3C3	B8I3C3_RUMCH	ABC transporter related	Ccel_1918	WP_015925370.1;
B8I1S7	B8I1S7_RUMCH	Methyltransferase type 11	Ccel_3424	WP_015926764.1;
B8I1U2	B8I1U2_RUMCH	Uncharacterized protein	Ccel_3439	WP_015926779.1;
B8I844	B8I844_RUMCH	Virulence-associated E family protein	Ccel_2850	WP_015926215.1;
B8I370	B8I370_RUMCH	FGE-sulfatase domain-containing protein	Ccel_1865	WP_015925318.1;
B8I1G2	B8I1G2_RUMCH	Basic membrane lipoprotein	Ccel_1406	WP_015924905.1;
B8I166	B8I166_RUMCH	Substrate-binding region of ABC-type glycine betaine transport system	Ccel_3333	WP_015926674.1;
B8I3F3	B8I3F3_RUMCH	Radical SAM domain protein	Ccel_1948	
B8I1G5	B8I1G5_RUMCH	Inner-membrane translocator	Ccel_1409	
B8I548	B8I548_RUMCH	Uncharacterized protein	Ccel_0241	WP_012634693.1;
B8I599	B8I599_RUMCH	Stage II sporulation protein R	Ccel_0292	WP_012634744.1;
B8I8P7	B8I8P7_RUMCH	Major facilitator superfamily MFS_1	Ccel_0908	WP_015924438.1;
B8I0M6	B8I0M6_RUMCH	Cellulase (EC 3.2.1.4)	Ccel_1245	WP_015924750.1;
B8I222	B8I222_RUMCH	SMI1_KNR4 domain-containing protein	Ccel_1495	WP_015924989.1;
B8I0W9	B8I0W9_RUMCH	Uncharacterized protein	Ccel_3235	WP_015926583.1;
B8I643	B8I643_RUMCH	Stage V sporulation protein B	Ccel_2480	WP_015925897.1;
B8I540	B8I540_RUMCH	C_GCAxxG_C_C family protein	Ccel_0233	WP_012634685.1;
B8I0U0	B8I0U0_RUMCH	Translation initiation factor IF-3	infC Ccel_1311	
B8I5I4	B8I5I4_RUMCH	Cobalamin B12-binding domain protein	Ccel_2387	WP_015925809.1;
B8I662	B8I662_RUMCH	Uncharacterized protein	Ccel_2499	
B8I5W8	B8I5W8_RUMCH	RNA polymerase, sigma 28 subunit, Sig B/F/G subfamily	Ccel_0400	WP_012634848.1;
B8I8L8	B8I8L8_RUMCH	Binding-protein-dependent transport systems inner membrane component	Ccel_0879	
B8I4D1	B8I4D1_RUMCH	Uncharacterized protein	Ccel_0097	WP_012634551.1;
B8I648	B8I648_RUMCH	L-lactate dehydrogenase (L-LDH) (EC 1.1.1.27)	ldh Ccel_2485	WP_015925902.1;
B8I836	B8I836_RUMCH	Methyltransferase (EC 2.1.1.-)	Ccel_2842	WP_015926207.1;
B8I1Q7	B8I1Q7_RUMCH	DUF6385 domain-containing protein	Ccel_3404	
B8I3I5	B8I3I5_RUMCH	Heme chaperone HemW	Ccel_1980	WP_015925432.1;
B8I6G2	B8I6G2_RUMCH	Peptidase M16 domain protein	Ccel_0472	WP_012634916.1;
B8I4A9	B8I4A9_RUMCH	30S ribosomal protein S18	rpsR Ccel_0075	WP_012634529.1;
B8I6T9	B8I6T9_RUMCH	4-hydroxythreonine-4-phosphate dehydrogenase	Ccel_2603	WP_015926018.1;
B8I775	B8I775_RUMCH	Dihydroorotate dehydrogenase (DHOD) (DHODase) (DHOdehase) (EC 1.3.-.-)	pyrD Ccel_0618	WP_015924168.1;
B8I624	B8I624_RUMCH	Germane domain-containing protein	Ccel_2460	WP_015925878.1;
B8I0H6	B8I0H6_RUMCH	PRC-barrel domain protein	Ccel_1194	
B8I2Y9	B8I2Y9_RUMCH	Transcriptional regulator, MerR family	Ccel_1781	WP_015925247.1;
B8I1I8	B8I1I8_RUMCH	zf-trcl domain-containing protein	Ccel_1432	WP_004617411.1;
B8I432	B8I432_RUMCH	Proton-coupled thiamine transporter YuaJ	Ccel_2120	
B8I8F8	B8I8F8_RUMCH	Uncharacterized protein	Ccel_0813	WP_015924353.1;
